DOI,Abstract,Label,n_chars,word_count,contains_ML,contains_DL,contains_NN,contains_AI,contains_PM,baseline_pred
10.14710/medstat.6.2.91-101,"the inflation data is one of the financial time series data that has a high volatility, so if the data is modeled with parametric models (ar, ma and arima), sometimes occur problems because there was an assumption that cannot be satisfied. then a nonparametric method that does not require strict assumptions as parametric methods is developed. this study aims to analyze inflation in indonesia after the goverment raised the price of electricity basic and fuel price in 2013 using kernel regression models. this method was good for data modeling inflation in indonesia before. the goodness of a kernel regression model is determined by the chosen kernel function and wide bandwidth used. however, the most dominant is the selection of the wide bandwidth. in this study, determination of the optimal bandwidth by minimizing the generalized cross validation (gcv). by model the annual inflation data (indonesia) december 2006 - december 2011, the inflation target in 2012 is (4,5 + 1 )% can be achieved both exactly and predictly, while the inflation target in 2013 is (4,5 + 1 )% cannot be achieved neither exactly nor predictly. the inflation target in 2013 can’t be achieve because since the beginning of 2013, there was a government policy to raise the price of electricity and the middle of 2013, there was an increase in fuel prices. the prediction of indonesia inflation in 2014 by gauss kernel is 6,18%. keywords : inflation, kernel regression models, generalized cross validation",1,1487,242,0,0,0,0,0,0
10.22487/2540766x.2019.v16.i2.14986,"abstracteconomic growth in the region is the regional economy conditions change continuously towards a better state fora certain period. the slow economic growth became the latest leading indicator an area to develop. indicators thatcan be used for example, gdp and inflation. on the research of these indicators will be used to predict the growthrate of the economy of central sulawesi province using the backpropagation neural network methods. simulationof the program in the form of input data is represented 𝑥1 and 𝑥2 and biased 𝑏1 dan 𝑏2 symbolized. with hiddenlayers comprising 𝑧1, 𝑧2, 𝑧3, 𝑧4, … , 𝑧17 . and y as output. based on the results and discussion has been done, can bedrawn the conclusion of process neural network prediction of backpropagation with 1 hidden layer neurons andthe number 17 against 26 data represents data inflation and gdp of the year 2010 up to 2016 with sigmoid activationfunction binner was able to predict the rate of economic growth with a prediction error of 16.66%.keywords : ann, backpropagation method, inflation, pdrb.",1,1061,170,0,0,1,0,0,1
10.1007/s10645-006-0002-2,"in this study, we build two forecasting models to predict inflation harmonised index of consumer prices (hicp) for the netherlands and for the euro area. the models provide point forecasts and prediction intervals for both the components of the hicp and the aggregated hicp -index itself. both models are small-scale linear time series models allowing for long-run equilibrium relationships between hicp components and other variables, notably the hourly wage rate and the import or producer prices. the model for the netherlands is used to generate the dutch inflation projections for the eurosystem’s narrow inflation projection exercise (nipe). the recursive forecast errors for several forecast horizons are evaluated for all models, and are found to outperform a naive forecast and optimal ar models. moreover, the same result holds for the dutch nipe projections, which have been provided quarterly since 1999. the aggregation method to predict total hicp inflation generally outperforms the direct method, except for long horizons in the case of the netherlands.",0,1069,162,0,0,0,0,0,0
10.1016/j.iref.2016.01.003,"this paper presents a comprehensive review of the newly emerging literature on the new keynesian phillips curve (nkpc). the theoretical predictions, econometric estimation techniques as well as the corresponding empirical evidence are discussed focusing on both the closed economy and the open economy versions of the nkpc. a number of important findings are reported about the ability of nkpc to explain the process of inflation dynamics. first, there is weak support for the open economy version of the nkpc to be able to track inflation dynamics if imported inputs are used in the production process. second, the nkpc describes inflation dynamics across sectors if microeconomic and sectoral level data are used. further, the survey data employed as a proxy for inflation measure in the newer studies provide enhanced support to the closed economy nkpc with the sign, size and statistical significance of coefficients in line with the theoretical predictions. we provide fresh empirical evidence to check the first finding from the review. the deep structural parameters for four different versions of the nkpc, the pure forward looking nkpc, the gali and monacelli's (2005) nkpc, the open economy nkpc and the open economy hybrid nkpc, are estimated for australia, canada, new zealand and the united kingdom. these estimated coefficients show some support that the specifications of open economy nkpc, which incorporate prices of imported goods as opposed to the terms of trade and real exchange rate, seems to be a better, however, weak indicator of the inflation dynamics. these findings may have important policy implications.",0,1633,254,0,0,0,0,0,0
10.17016/feds.2010.57,"we consider what, if any, relationship there is between monetary aggregates and inflation, and whether there is any substantial reason for modifying the current mainstream mode of policy analysis, which frequently does not consider monetary aggregates at all. we begin by considering the body of thought known as the 'quantity theory of money.' the quantity theory centers on the prediction that there will be a long-run proportionate reaction of the price level to an exogenous increase in the nominal money stock. the nominal homogeneity conditions that deliver the quantity-theory result are the same as those that deliver monetary neutrality, an important principle behind policy formulation. the quantity theory implies a ceteris paribus unitary relationship between inflation and money growth. simulations of a new keynesian model suggest that we should expect this relationship to be apparent in time series data, with no heavy averaging or filtering required, but with allowance needed for the phase shift in the relationship between monetary growth rates and inflation. while financial innovation can obscure the relationship between monetary growth and inflation, evidence of a money growth/inflation relationship does emerge from u.s. time series and g7 panel data. various considerations suggest that studies of inflation and monetary policy behavior can benefit from including both interest rates and money in the empirical analysis.",0,1446,215,0,0,0,0,0,0
10.2139/ssrn.320820,"this paper provides evidence that the relationship between inflation and money growth has changed as the inflation-targeting regime has progressed. during the disinflation period (mid 1980s to mid or late 1991) the correlation between inflation and money aggregates was fairly consistent with the prediction of theory. both inflation and money growth fell sharply. in 1992, inflation was stabilised around an average of little less than 2 per cent. since then, the correlation between money growth and inflation has been fairly weak at the permanent (trend) and the business cycle frequencies. by contrast, there is a significant correlation between money and real gdp over the business cycle. as far as base velocity is concerned, it was stable up until december 1997, but broke down in late 1998. as money growth took off in the late 1990s, velocity declined rather sharply, but these downward trends are consistent with the decline of interest rates as predicted by the quantity theory of money. the demand for real-monetary base is well behaved and interest inelastic, but this relationship also broke down in late 1998. however, both velocity-interest rate and money demand function breakdown is probably only temporary. finally, at least until march 1999, the rate of growth of the monetary base has, on average, been consistent with a nominal gdp targeting policy of 4 per cent.",0,1385,221,0,0,0,0,0,0
10.2139/ssrn.270936,"this paper develops and estimates an equilibrium model which investigates the relationship between the term structure of interest rates, inflation and gdp growth. the model accounts for non-neutral effects of inflation, so that real and monetary variables are interrelated and jointly influence the term structure of interest rates, while bond yields convey information about expectations of output growth and inflation. estimation is based on quarterly data for the united states over the period 1960-1999 and is carried out using a maximum likelihood - kalman filter approach. the model fits the nominal term structure well and provides estimates for the implicit real term structure and for other unobservable variables, such as the instantaneous real interest rate and expected inflation rate and their time-varying central tendencies. the latter variables are shown to be strictly related to market expectations of medium-long term interest rate targets of the monetary authority. the estimates show that the covariance between output growth and inflation significantly affects long-term nominal bond prices, whereas the cross-sectional restrictions which link the yield curve to the macroeconomic variables give rise to relatively accurate in-sample and out-of-sample forecasts of inflation and gdp growth. the model also produces satisfactory predictions for future movements of the slope of the yield curve.",0,1415,206,0,0,0,0,0,0
10.1016/j.jedc.2018.01.013,"the forward fiscal guidance puzzle pertains to new keynesian models when monetary policy is temporarily caught in a liquidity trap: (1) expected future fiscal shocks have an unbelievably large effect on current inflation, and (2) the effect on current inflation is larger the further out is the shock expected to occur. we illustrate the problem analytically. then, we use blue chip inflation forecasts to argue that the effects on inflation expectations should be small. and finally, we analyze two potential resolutions to the puzzle. the first is the fiscal theory of the price level. in a calibrated model with price inertia, investment, and long term debt, we show that the fiscal theory resolves the second aspect of the puzzle, but certainly not the first. in our preferred resolution we return to a ricardian fiscal policy. and we assume that the probability of a return to the taylor rule depends on the rate of inflation. the model’s predictions are in line with the evidence from the blue chip forecasts. this article is part of a special issue entitled “fiscal and monetary policies”.",0,1096,181,0,0,0,0,0,0
10.1198/jbes.2009.0003,"we use data from the survey of professional forecasters (spf) to compare point predictions of gross domestic product (gdp) growth and inflation with the subjective probability distributions held by forecasters. we find that most spf point predictions are quite close to the central tendencies of forecasters subjective distributions tend to be asymmetric, with spf forecasters tending to report point predictions that give a more favorable view of the economy than do their subjective means/medians/modes.",0,505,74,0,0,0,0,0,0
10.1109/la-cci48322.2021.9769835,"forecasting price indexes of the economy has received an attention from scholars and policy makers due to its significant effect on various sectors and markets. the stability of economy is at risk if inflation is not properly checked through models and macroeconomic studies, therefore, forecasting inflation is an important task for the formulation of policies in governments and companies. in this sense, this research work attempts to model inflation rate to brazil, united state of america and japan. the literature, in the field of time series, indicates the combination of linear and non-linear models to model inflation. in this paper, a hybrid arima-mlp system has been proposed to map linear and nonlinear patterns. this is explored using a hybrid evolutionary system consisting of a simple exponential filter, linear arima and autoregressive (ar) models and a multilayer perceptron model. in addition, it was also implemented exponential smoothing models (ets), qunatile regression (qr) and support vector machines. the experimental results show that the hybrid evolutionary system presented promising results in the prediction domain.",1,1145,171,0,0,0,0,0,0
10.1002/(sici)1099-131x(199907)18:4<225::aid-for722>3.0.co,"this paper presents short‐ and long‐term composite leading indicators (clis) of underlying inflation for seven eu countries, namely belgium, germany, france, italy, the netherlands, sweden and the uk. cli and cpi reference series are calculated in terms of both growth rates and in deviations from its trend. the composite leading indicators are based on leading basic series, such as sources of inflation, series containing information on inflation expectations and prices of intermediate goods and services. neftci's decision rule approach has been applied to transfer movements in the clis into a measure of the probability of a cyclical turning point, which enables the screening out of false turning point predictions. finally, clis have been used to analyse the international coherence of price cycles. the forecast performance of clis of inflation over the past raises hope that this forecast instrument can be useful in predicting future price movements. copyright © 1999 john wiley & sons, ltd.",0,1003,154,0,0,0,0,0,0
10.1080/16081625.2017.1378114,"this study develops a model arguing that corruption and weak corporate governance institutions magnify economic fluctuations. corruption increases the difficulty of corporate governance and decreases the costs to controlling families of misusing firm assets as collateral for bank loans and creating credits for their own high-risk business, thus increasing cyclical fluctuations in inflation and production. consistent with the predictions of the model, our longitudinal analyses covering 155 countries from 1995 to 2015 suggest that corruption increases the hodrick-prescott cyclical volatility of inflation and production in the following 10 years. we also find that inflation volatility mediates the relationship between corruption and production volatility. however, corruption does not show significant effects on unemployment fluctuations.",0,846,113,0,0,0,0,0,0
10.1093/jeea/jvad029,"abstract when financial contracts are not fully enforceable and firms observe their own nominal sales before the observation of the aggregate nominal price, the optimal financial contract is not fully indexed to inflation. because of the limited nominal indexation, which is endogenous in the model, unanticipated inflation affects aggregate investment and future economic activity. the macroeconomic volatility induced by price uncertainty, however, is not monotone: it first increases and then decreases with nominal price uncertainty. we also show that the degree of nominal indexation declines with real idiosyncratic volatility and the impact of an inflation shock decreases with nominal indexation. using firm-level data from canada, we find that both predictions are supported by the data.",0,796,115,0,0,0,0,0,0
10.1002/jae.1257,"the aim of this paper is to assess whether modeling structural change can help improving the accuracy of macroeconomic forecasts. we conduct a simulated real‐time out‐of‐sample exercise using a time‐varying coefficients vector autoregression (var) with stochastic volatility to predict the inflation rate, unemployment rate and interest rate in the usa. the model generates accurate predictions for the three variables. in particular, the forecasts of inflation are much more accurate than those obtained with any other competing model, including fixed coefficients vars, time‐varying autoregressions and the naïve random walk model. the results hold true also after the mid 1980s, a period in which forecasting inflation was particularly hard. copyright © 2011 john wiley & sons, ltd.",0,785,115,0,0,0,0,0,0
10.1016/b978-0-444-53238-1.00003-x,"we consider what, if any, relationship there is between monetary aggregates and inflation, and whether there is any substantial reason for modifying the current mainstream mode of policy analysis, which frequently does not consider monetary aggregates at all. we begin by considering the body of thought known as the “quantity theory of money.” the quantity theory centers on the prediction that there will be a long-run proportionate reaction of the price level to an exogenous increase in the nominal money stock. the nominal homogeneity conditions that deliver the quantity-theory result are the same as those that deliver monetary neutrality, an important principle behind policy formulation. the quantity theory implies a ceteris paribus unitary relationship between inflation and money growth. simulations of a new keynesian model suggest that we should expect this relationship to be apparent in time series data, with no heavy averaging or filtering required, but with allowance needed for the phase shift in the relationship between monetary growth rates and inflation. while financial innovation can obscure the relationship between monetary growth and inflation, evidence of a money growth/inflation relationship does emerge from the united states time series and g7 panel data. various considerations suggest that studies of inflation and monetary policy behavior can benefit from including both interest rates and money in the empirical analysis.",0,1459,217,0,0,0,0,0,0
10.1016/j.jedc.2012.01.009,"this paper deals with the analysis of price-setting in u.s. manufacturing industries. recent studies have heavily criticized the ability of the new keynesian phillips curve (nkpc) to fit aggregate inflation (see, e.g., rudd and whelan, 2006). we challenge this evidence, showing that forward-looking behavior as implied by the new keynesian model of price-setting is widely supported at the sectoral level. in fact, current and expected future values of the income share of intermediate goods emerge as an effective driver of inflation dynamics. unlike alternative proxies for the forcing variable, the cost of intermediate goods presents dynamic properties in line with the predictions of the new keynesian theory.",0,715,107,0,0,0,0,0,0
10.2139/ssrn.3594103,"recent work by medeiros et al. (2019, journal of business & economic statistics) shows that point forecasts of the random forest machine learning algorithm systematically outperform well-established benchmarks at predicting u.s. inflation. this article extends their work from point to density forecasts derived from large-scale datasets by means of the novel distributional forest algorithm of schlosser et al. (2019, the annals of applied statistics), which allows us to simultaneously account for locally evolving means, time-varying volatilities, nonlinearities as well as heavy-tailed densities – all of which constitute stylized characteristics highlighted in the recent literature. we show that distributional forests typically achieve superior point and density predictions over random walk, auto-regressive and stochastic volatility benchmarks.",1,853,114,1,0,0,0,0,1
10.1016/j.ijforecast.2009.12.010,"this paper develops and illustrates a simple method of generating a dsge model-based forecast for variables that do not explicitly appear in the model (non-core variables). we use auxiliary regressions that resemble measurement equations in a dynamic factor model to link the non-core variables to the state variables of the dsge model. predictions for the non-core variables are obtained by applying their measurement equations to dsge model-generated forecasts of the state variables. using a medium-scale new keynesian dsge model, we apply our approach to generate and evaluate recursive forecasts for pce inflation, core pce inflation, the unemployment rate, and housing starts, along with predictions for the seven variables that have been used to estimate the dsge model.",0,777,117,0,0,0,0,0,0
10.1007/978-3-642-48356-1_4,"eight subjects had to predict values in a time series generated by a stochastic process. these predictions were analysed for the following questions: (1) is there a learning process towards better predictions? (2) can the last predictions be explained by a weak form of the rational expectations hypothesis? (3) can we observe short-term adaptations of the prediction rule and, if so, how do they work? (4) are there better descriptions of prediction behaviour than rational expectations?",0,488,76,0,0,0,0,0,0
10.1109/gsis.2015.7301873,"in order to solve the inflation forecasting problem with small samples and inherent uncertainty, this paper employs the grey markov model for inflation prediction by using the annual data from the year of 2005 to 2013. in contrast, the traditional econometric regression models are invalid for the small sample because the estimator of coefficients lose the blue properties under the small sample circumstances. based on the model, the forecasted values are given for the years of 2014 to 2017. the result indicates that the expected price of the economy will experience slow growth for the next three years, then change to high inflation for the year of 2017. further, the result implies the increase of the price level and the decrease of the natural level of output through the channel of aggregate supply and aggregate demand. from the view of policy, the government should employ the mix expansion of fiscal policy and monetary policy in order to eliminate the fluctuation in output. specifically for the year of 2017, the government should pay more attention to the increase of the price level besides improving the output. as a result the policy would change to be more prudent.",0,1185,196,0,0,0,0,0,0
10.2139/ssrn.1268319,"this paper develops and illustrates a simple method to generate a dsge model-based forecast for variables that do not explicitly appear in the model (non-core variables). we use auxiliary regressions that resemble measurement equations in a dynamic factor model to link the non-core variables to the state variables of the dsge model. predictions for the non-core variables are obtained by applying their measurement equations to dsge model-generated forecasts of the state variables. using a medium-scale new keynesian dsge model, we apply our approach to generate and evaluate recursive forecasts for pce inflation, core pce inflation, and the unemployment rate along with predictions for the seven variables that have been used to estimate the dsge model.",0,758,115,0,0,0,0,0,0
10.2139/ssrn.1019580,"this paper exploits a unique natural experiment - cornell university's 1996 decision to publish course median grades online - to examine the effect of grade information on course selection and grade inflation. we model students' course selection as dependent on their tastes, abilities, and expected grades. the model yields three testable hypotheses: (1) students will tend to be drawn to leniently graded courses once exposed to grade information; (2) the most talented students will be less drawn to leniently graded courses than their peers; (3) the change in students' behavior will contribute to grade inflation. examining a large dataset that covers the period 1990-2004, our study provides evidence consistent with these predictions.",0,741,112,0,0,0,0,0,0
10.2139/ssrn.1525643,"survey measures of consumer inflation expectations have an important shortcoming in that, while providing useful summary measures of the distribution of point forecasts across individuals, they contain no direct information about an individual’s uncertainty about future inflation. the latter is important not only for forecasting inflation and other macroeconomic outcomes, but also for assessing a central bank’s credibility and effectiveness of communication. this paper explores the feasibility of eliciting individual consumers’ subjective probability distributions of future inflation outcomes. in november 2007, we began administering web-based surveys to participants in rand’s american life panel. in addition to their point predictions, respondents were asked for their subjective assessments of the percentage chance that inflation will fall in each of several predetermined intervals. we find that our measures of individual forecast densities and uncertainty are internally consistent and reliable. those who are more uncertain about year-ahead price inflation are also generally more uncertain about longer term price inflation and future wage changes. we find also that participants expressing higher uncertainty in their density forecasts make larger revisions to their point forecasts over time. measures of central tendency derived from individual density forecasts are highly correlated with point forecasts, but they usually differ, often substantially, at the individual level. finally, we relate our direct measure of aggregate consumer uncertainty to a more conventional approach that uses disagreement among individual forecasters, as seen in the dispersion of their point forecasts, as a proxy for forecast uncertainty. although the two measures are positively correlated, our results suggest that disagreement and uncertainty are distinct concepts, both relevant to the analysis of inflation expectations.",0,1931,266,0,0,0,0,0,0
10.1007/978-3-031-30474-3_18,"international businesses are using foreign currencies as part of their activities. to optimize the cost of foreign exchange, the prediction of the exchange rate can be crucial. for time series forecasting, moving average techniques should be adopted. in this study, the exchange rate of eur/usd is mainly focused on. the data under consideration are the forex transaction rates which include open, high, low, and close. furthermore, four financial factors are the dollar index, interest rate, inflation rate, and real growth of domestic products which are also included as inputs. four models were employed: linear regression, multilayer perceptron, recurrent neural networks, and general regression neuron networks for predicting the forex rate. mean squared error is used for comparing forecasting performance. the results show that applying a sliding-window and moving average techniques improves the efficiency of the prediction.",1,933,136,0,0,1,0,0,1
10.1080/00036846.2016.1158915,"motivated by economic-theory concepts – the fisher hypothesis and the theory of the term structure – we consider a small set of simple bivariate closed-loop time-series models for the prediction of price inflation and of long- and short-term interest rates. the set includes vector autoregressions (var) in levels and in differences, a cointegrated var and a non-linear var with threshold cointegration based on data from germany, japan, uk and the us. following a traditional comparative evaluation of predictive accuracy, we subject all structures to a mutual validation using parametric bootstrapping. ultimately, we utilize the recently developed technique of mallows model averaging to explore the potential of improving upon the predictions through combinations. while the simulations confirm the traded wisdom that vars in differences optimize one-step prediction and that error correction helps at larger horizons, the model-averaging experiments point at problems in allotting an adequate penalty for the complexity of candidate models.",0,1045,151,0,0,0,0,0,0
10.2139/ssrn.1581346,"this study approaches the quantity theory of money at a conceptual level, asking how it can be most reasonably interpreted and quantitatively assessed. the resulting approach is straightforward. unlike studies relying on other methods we find evidence of its linchpin prediction that is not limited to periods of high inflation.",0,328,50,0,0,0,0,0,0
10.29207/resti.v3i3.1086,"long short term memory (lstm) is known as optimized recurrent neural network (rnn) architectures that overcome rnn’s lact about maintaining long period of memories. as part of machine learning networks, lstm also notable as the right choice for time-series prediction. currently, machine learning is a burning issue in economic world, abundant studies such predicting macroeconomic and microeconomics indicators are emerge. inflation rate has been used for decision making for central banks also private sector. in indonesia, cpi (consumer price index) is one of best practice inflation indicators besides wholesale price index and the gross domestic product (gdp). since cpi data could be used as a direction for next inflation move, we conducted cpi prediction model using lstm method. the network model input consists of 28 variables of staple price in surabaya and the output is cpi value, also the entire development of prediction model are done in amazon web service (aws) cloud. in the interest of accuracy improvement, we used several optimization algorithm i.e. stochastic gradient descent (sgd), root mean square propagation (rmsprop), adaptive gradient(adagrad), adaptive moment (adam), adadelta, nesterov adam (nadam) and adamax. the results indicate that nadam has 4,008 rmse’s value, less than other algorithm which indicate the most accurate optimization algorithm to predict cpi value.",1,1401,208,1,0,1,0,0,1
10.1016/s0261-5606(98)00037-0,"economic theory suggests that an economy's openness reduces the ability of monetary policy to affect output, while increasing its effects on inflation. using annual data from the 1953–1990 period for a panel of 38 countries, the paper's empirical results support the theoretical predictions: the more open the economy, the smaller (larger) the output (inflation) effects of a given change in the money supply. this finding is robust across all the different specifications and estimation methods examined.",0,505,76,0,0,0,0,0,0
10.1016/s0022-1996(96)01442-0,this paper relates the time-consistent inflation rate to the degree of trade openness of an economy. the mechanism linking the welfare effects of monetary surprises (and hence the incentives to inflate) to openness does not rely on a large-country terms of trade effect but rather is due to imperfect competition and nominal price rigidity in the non-traded sector. the empirical evidence supports the main predictions of the model. © 1997 elsevier science b.v.,0,461,73,0,0,0,0,0,0
10.1017/s136510050705033x,"this paper compares the forecasting performance of some leading models of inflation for g-7 countries. we show that bivariate and trivariate models suggested by economic theory or statistical analysis are not much better than univariate ones. phillips curve specifications fit well into this class. improvements in both the mse of the forecasts and turning point prediction are obtained with time-varying coefficients models, which exploit international interdependencies. the performance of the latter class of models is stable throughout the 1990s.",0,550,79,0,0,0,0,0,0
10.3390/su10061691,"forecasting inflation rate is one of the most important topics in finance and economics. in recent years, china has stepped into a “new normal” stage of economic development, with a different state from the fast growth period during the past few decades. hence, forecasting the inflation rate of china with a time-varying model may give high accuracy. in this paper, we investigate the problem of forecasting the inflation rate with a functional coefficient autoregressive (far) model, which allows the coefficient to change over time. we compare the far model based on the b-splines estimation method with the autoregressive moving average (arma) model by extensive simulation studies. in addition, with the monthly cpi data of china, we conduct both in-sample analysis and out-of-sample forecasting. the forecasting result shows that the far model based on the b-splines estimation method has a better performance than the arma model.",0,936,145,0,0,0,0,0,0
10.1063/1.4936429,"inflation, at a healthy rate, is a sign of growing economy. nonetheless, when inflation rate grows uncontrollably, it will negatively influence economic growth. many tackle this problem by increasing interest rate to help protecting the value of money which is detained by inflation. there are few, however, who study the effects of interest rate in economic growth. the main purposes of this paper are to find how the change of interest rate affects economic growth and to use the relationship in prognostication of economic growth. by using expenditure model, a linear relationship between economic growth and interest rate is developed. the result is then used for prediction by normal copula and vine archimedean copula. it is shown that increasing interest rate to tackle inflation is a poor solution. whereas implementation of copula in predicting economic growth yields an accurate result, with not more than 0.5% difference.",0,932,146,0,0,0,0,0,0
10.48550/arxiv.2205.00924,this paper uses predictive densities obtained via mixed causal-noncausal autoregressive models to evaluate the statistical sustainability of brazilian inflation targeting system with the tolerance bounds. the probabilities give an indication of the short-term credibility of the targeting system without requiring modelling people's beliefs. we employ receiver operating characteristic curves to determine the optimal probability threshold from which the bank is predicted to be credible. we also investigate the added value of including experts predictions of key macroeconomic variables.,0,589,78,0,0,0,0,0,0
10.1111/1467-8454.12143,"inflation, defined as a sustained increase in the price level, is considered a monetary phenomenon, as it can be explained within the framework of money‐demand and money‐supply relationships. in the extant literature, money growth is shown to remain causally related to inflation across countries and over time, irrespective of the exchange rate regime and stability of the money‐demand function. nevertheless, emerging literature suggests a diminishing role of money in the conduct of monetary policy for price stability, especially under inflation targeting. monetary policy in australia under inflation targeting since 1993 is an example of policy that denies a relationship between money growth and inflation. the proposition that money does not matter insofar as inflation is concerned seems odd in both theory and the best‐practice monetary policy for price stability. this paper uses annual data for the period 1970–2017 and quarterly data for the period 1970q1–2015q1. it deploys both the johansen cointegration approach and the autoregressive distributed lag (ardl) cointegration approach to investigate for australia whether money, real output, prices and the exchange rate (non‐stationary variables) maintain the long‐run price‐level relationship that the classical monetary theory suggests in the presence of such stationary variables as the domestic and foreign interest rates. as expected, the empirical findings for australia are consistent with the classical long‐run price‐level relationship between money, real output, prices and the exchange rate. the error‐correction model of inflation confirms the presence of a cointegral relationship among these variables; it also provides strong evidence of a short‐run causal relationship between money supply growth and inflation. on the basis of a priori theoretical predictions and empirical findings, the paper draws the conclusion that the monetary aggregate and its growth rate matter insofar as inflation is concerned, irrespective of the strategy of monetary policy for price stability.",0,2054,295,0,0,0,0,0,0
10.2139/ssrn.2324110,"we model the rate of inflation and unemployment in austria since the early 1960s within the phillips/fisher framework. the change in labour force is the driving force representing economic activity in the phillips curve. for austria, this macroeconomic variable was first tested as a predictor of inflation and unemployment in 2005 with the involved time series ended in 2003. here we extend all series by nine new readings available since 2003 and re-estimate the previously estimated relationships between inflation, unemployment, and labour force. as before, a structural break is allowed in these relationships, which is related to numerous changes in definitions in the 1980s. the break year is estimated together with other model parameters by the boundary element method with the lsq fitting between observed and predicted integral curves. the precision of inflation prediction, as described by the root-mean-square (forecasting) error is by 20% to 70% better than that estimated by ar(1) model. the estimates of model forecasting error are available for those time series where the change in labour force leads by one (the gdp deflator) or two (cpi) years. for the whole period between 1965 and 2012 as well as for the intervals before and after the structural break (1986 for all inflation models) separately, our model is superior to the naïve forecasting, which in turn, is not worse than any other forecasting model. the level of statistical reliability and the predictive power of the link between inflation and labour force imply that the national bank of austria does not control inflation and unemployment beyond revisions to definitions. the labour force projection provided by statistic austria allows foreseeing inflation at a forty-year horizon: the rate of cpi inflation will hover around 1.3% and the gdp deflator will likely sink below zero between 2018 and 2034.",0,1886,297,0,0,0,0,0,0
10.2139/ssrn.3049503,"we estimate the ecb’s monetary policy reaction function by using real time eurosystem/ecb staff macroeconomic projection data, which are presented to the ecb’s governing council when it assesses the monetary policy stance in the euro area. alternative specifications of the reaction function account for a possible credibility loss due to persistent deviations of past inflation from the ecb’s inflation target. the results provide support for two alternative interpretations of the definition of price stability. first, the ecb dislikes inflation rates above two percent more than rates below two percent. second, the ecb policy responses to past inflation gaps are symmetric with respect to a target of 1.6 - 1.7 percent. the out-of-sample predictions of the reaction function based on the second interpretation of the definition of price stability track well an estimated shadow interest rate during the zero lower bound period.",0,931,141,0,0,0,0,0,0
10.1016/j.jmacro.2021.103353,"is inflation ‘always and everywhere a monetary phenomenon’ or is it fundamentally a fiscal phenomenon? the answer hinges crucially on the underlying monetary–fiscal policy regime. scant attention has been directed to the role of credit market frictions in discerning the policy regime, despite its growing importance in empirical macroeconomics. we augment a standard monetary model to incorporate fiscal details and credit market imperfections. these ingredients allow for both interpretations of the inflation process in a financially constrained environment. we find that introducing financial frictions to the model and adding financial variables to the dataset generate important identifying restrictions on the observed pattern between inflation and measures of financial and fiscal stress, to the extent that it overturns existing findings about which monetary–fiscal policy regime produced the u.s. data. to confront policy regime uncertainty, we propose the use of dynamic prediction pools and find strong cyclical patterns in the estimated historical regime weights.",0,1076,152,0,0,0,0,0,0
10.2139/ssrn.1488722,"in this paper, we propose a bayesian estimation and prediction procedure for noncausal autoregressive (ar) models. specifically, we derive the joint posterior density of the past and future errors and the parameters, which gives posterior predictive densities as a byproduct. we show that the posterior model probability provides a convenient model selection criterion and yields information on the probabilities of the alternative causal and noncausal specifications. this is particularly useful in assessing economic theories that imply either causal or purely noncausal dynamics. as an empirical application, we consider u.s. inflation dynamics. a purely noncausal ar model gets the strongest support, but there is also substantial evidence in favor of other noncausal ar models allowing for dependence on past inflation. thus, although u.s. inflation dynamics seem to be dominated by expectations, the backward-looking component is not completely missing. finally, the noncausal specifications seem to yield inflation forecasts which are superior to those from alternative models especially at longer forecast horizons.",0,1123,159,0,0,0,0,0,0
10.2139/ssrn.1009011,"the paper analyzes how globalization forces induce monetary authorities, guided in their policies by the welfare criterion of a representative household, to put a greater emphasis on reducing the inflation rate than on narrowing the output gaps. we demonstrate that with capital account liberalization the representative household is able to smooth fluctuations in consumption, and thus becomes relatively insensitive to fluctuations in the output gap. with trade liberalization the economy tends to specialize in the production of relatively few varieties of goods. the specialization in production as a result of trade openness increases the distortion originating from fluctuations in the inflation rate. therefore, policymakers (guided by efficiency considerations) become more aggressive on inflation and less responsive to the output gap when trade and financial openness increases. we provide evidence on the effect on preferences towards fluctuations in the output gap and in inflation of trade and capital openness, which supports the theory predictions.",0,1063,153,0,0,0,0,0,0
10.33429/cjas.09218.5/6,"the study estimates a dynamic model using quarterly data spanning 1995 to 2016. four dynamic models: level lagged variables, differenced lagged variables, log-transformed lagged variables and differenced log-transformed lagged variables were considered. the best predictive model was selected based on the schwarz information criterion (sic) value. from the empirical results, the level form models performed better than the differenced form models. on the basis of model parsimony, the level lagged model was the preferred model among the set of selected models. predictions obtained from the model indicate that the model is stable as actual interest rate (ir) values, fall well within the computed 95% prediction interval. the study concludes that previous values of ir and money supply (ms) are significant in predicting future inflation rates in nigeria.",0,859,127,0,0,0,0,1,1
10.1111/ecin.12176,"standard theoretical models predict that higher inflation expectations generate greater current consumer spending at the zero lower bound of interest rates. however, recent empirical studies using u.s. micro data find negative results for this relationship. we use micro data for japan, which has experienced low interest rates for a prolonged period, to estimate ordered probit models with a variety of controls. we find robust evidence supporting the prediction of standard models: survey respondents with higher expected inflation tend to indicate that their household has increased real spending compared with 1 year ago but will decrease it in the future. this relationship appears to be stronger for asset holders and older people. (jel e20, e21, e30, e31, e50, e52)",1,772,118,0,0,0,0,0,0
